id	taxon	long	lat	abundance
72	Harpyhaliaetus coronatus	-46.4955	-20.2506	1
73	Harpyhaliaetus coronatus	-50.408	-29.2265	1
74	Harpyhaliaetus coronatus	-43.8142	-22.6835	1
75	Harpyhaliaetus coronatus	-67.641	-34.4708	1
78	Harpyhaliaetus coronatus	-45.8713	-22.9557	1
80	Harpyhaliaetus coronatus	-63.7078	-29.4216	1
81	Harpyhaliaetus coronatus	-57.8795	-21.7007	1
82	Harpyhaliaetus coronatus	-44.3141	-20.936	1
85	Harpyhaliaetus coronatus	-65.0157	-32.1635	1
87	Harpyhaliaetus coronatus	-52.8884	-18.261	1
92	Harpyhaliaetus coronatus	-50.2593	-24.5625	1
93	Harpyhaliaetus coronatus	-65.2415	-32.173	1
94	Harpyhaliaetus coronatus	-64.373	-31.2035	1
95	Harpyhaliaetus coronatus	-67.9074	-34.0443	1
97	Harpyhaliaetus coronatus	-66.8624	-29.4124	1
99	Harpyhaliaetus coronatus	-45.0689	-22.1022	1
100	Harpyhaliaetus coronatus	-55.7859	-15.3648	1
101	Harpyhaliaetus coronatus	-44.9703	-21.874	1
102	Harpyhaliaetus coronatus	-66.5197	-27.4135	1
105	Harpyhaliaetus coronatus	-65.428	-31.3581	1
108	Harpyhaliaetus coronatus	-44.2934	-21.6857	1
109	Harpyhaliaetus coronatus	-43.547033	-20.328649	1
110	Harpyhaliaetus coronatus	-65.1753	-27.9266	1
112	Harpyhaliaetus coronatus	-43.8918	-22.6771	1
113	Harpyhaliaetus coronatus	-46.8084	-20.1387	1
114	Harpyhaliaetus coronatus	-47.7597	-14.7845	1
117	Harpyhaliaetus coronatus	-47.7552	-14.7876	1
118	Harpyhaliaetus coronatus	-43.8484	-20.239	1
119	Harpyhaliaetus coronatus	-41.4549	-12.4747	1
120	Harpyhaliaetus coronatus	-67.1175	-32.5755	1
121	Harpyhaliaetus coronatus	-44.922	-23.155	1
122	Harpyhaliaetus coronatus	-62.7701	-30.119	1
123	Harpyhaliaetus coronatus	-43.416294	-20.296134	1
125	Harpyhaliaetus coronatus	-64.792527	-32.107051	1
126	Harpyhaliaetus coronatus	-47.9234	-21.8224	1
127	Harpyhaliaetus coronatus	-50.5544	-29.503	1
130	Harpyhaliaetus coronatus	-45.4053	-22.4702	1
131	Harpyhaliaetus coronatus	-48.8461	-25.4684	1
132	Harpyhaliaetus coronatus	-45.0238	-21.2125	1
134	Harpyhaliaetus coronatus	-67.9975	-33.8883	1
137	Harpyhaliaetus coronatus	-60.3664	-17.9051	1
138	Harpyhaliaetus coronatus	-60.3433	-22.3543	1
139	Harpyhaliaetus coronatus	-60.3418	-22.3554	1
140	Harpyhaliaetus coronatus	-44.9695	-21.3306	1
142	Harpyhaliaetus coronatus	-67.3327	-34.9894	1
143	Harpyhaliaetus coronatus	-45.0495	-22.795	1
144	Harpyhaliaetus coronatus	-47.5508	-21.4789	1
146	Harpyhaliaetus coronatus	-66.7095	-32.3639	1
147	Harpyhaliaetus coronatus	-61.134103	-28.614847	1
148	Harpyhaliaetus coronatus	-48.8351	-15.7923	1
149	Harpyhaliaetus coronatus	-64.3457	-27.3245	1
150	Harpyhaliaetus coronatus	-61.1841	-30.2104	1
151	Harpyhaliaetus coronatus	-44.6242	-22.4066	1
152	Harpyhaliaetus coronatus	-61.1496	-30.1986	1
153	Harpyhaliaetus coronatus	-60.0333	-22.35	1
154	Harpyhaliaetus coronatus	-61.083121	-30.274437	1
157	Harpyhaliaetus coronatus	-56.1034	-28.2753	1
158	Harpyhaliaetus coronatus	-44.8843	-21.2465	1
160	Harpyhaliaetus coronatus	-67.816194	-34.087931	1
161	Harpyhaliaetus coronatus	-65.989359	-32.32475	1
163	Harpyhaliaetus coronatus	-63.8463	-29.2776	1
166	Harpyhaliaetus coronatus	-43.7862	-18.5667	1
168	Harpyhaliaetus coronatus	-64.4433	-27.7231	1
169	Harpyhaliaetus coronatus	-47.7275	-15.8458	1
170	Harpyhaliaetus coronatus	-56.3986	-16.5422	1
171	Harpyhaliaetus coronatus	-55.7865	-19.257	1
172	Harpyhaliaetus coronatus	-50.3884	-29.1349	1
173	Harpyhaliaetus coronatus	-43.0101	-16.9191	1
174	Harpyhaliaetus coronatus	-65.2183	-32.1765	1
176	Harpyhaliaetus coronatus	-52.2812	-22.5563	1
177	Harpyhaliaetus coronatus	-62.7036	-27.1897	1
178	Harpyhaliaetus coronatus	-64.3905	-27.7498	1
179	Harpyhaliaetus coronatus	-65.414698	-31.342356	1
181	Harpyhaliaetus coronatus	-62.35	-21.6333	1
182	Harpyhaliaetus coronatus	-66.2042	-32.3563	1
184	Harpyhaliaetus coronatus	-46.5222	-20.2973	1
185	Harpyhaliaetus coronatus	-46.5712	-20.2468	1
186	Harpyhaliaetus coronatus	-65.518954	-31.277393	1
187	Harpyhaliaetus coronatus	-65.6485	-36.9076	1
189	Harpyhaliaetus coronatus	-56.4978	-27.903	1
191	Harpyhaliaetus coronatus	-50.2648	-28.3265	1
192	Harpyhaliaetus coronatus	-56.7707	-16.6441	1
193	Harpyhaliaetus coronatus	-67.939088	-34.045405	1
194	Harpyhaliaetus coronatus	-43.587058	-20.350054	1
197	Harpyhaliaetus coronatus	-65.0213	-32.0401	1
198	Harpyhaliaetus coronatus	-56.731	-20.7397	1
199	Harpyhaliaetus coronatus	-66.7795	-28.6136	1
200	Harpyhaliaetus coronatus	-46.4907	-23.9057	1
202	Harpyhaliaetus coronatus	-67.8114	-34.7376	1
203	Harpyhaliaetus coronatus	-44.1883	-22.1256	1
204	Harpyhaliaetus coronatus	-66.3606	-13.5599	1
205	Harpyhaliaetus coronatus	-64.0533	-23.8897	1
206	Harpyhaliaetus coronatus	-57.7286	-24.8543	1
207	Harpyhaliaetus coronatus	-56.0519	-28.111	1
209	Harpyhaliaetus coronatus	-45.4023	-22.4269	1
210	Harpyhaliaetus coronatus	-66.316	-13.3709	1
211	Harpyhaliaetus coronatus	-45.6308	-23.1232	1
212	Harpyhaliaetus coronatus	-65.4836	-30.9181	1
214	Harpyhaliaetus coronatus	-46.0689	-23.3252	1
215	Harpyhaliaetus coronatus	-44.3143	-20.9353	1
216	Harpyhaliaetus coronatus	-57.3688	-23.6679	1
217	Harpyhaliaetus coronatus	-66.6112	-13.3724	1
218	Harpyhaliaetus coronatus	-44.7614	-22.535	1
219	Harpyhaliaetus coronatus	-45.129	-23.23	1
220	Harpyhaliaetus coronatus	-50.2185	-24.6747	1
222	Harpyhaliaetus coronatus	-49.5671	-28.068	1
223	Harpyhaliaetus coronatus	-61.8277	-30.0354	1
224	Harpyhaliaetus coronatus	-45.4718	-22.9592	1
225	Harpyhaliaetus coronatus	-64.61326	-30.555839	1
226	Harpyhaliaetus coronatus	-49.8345	-28.0124	1
227	Harpyhaliaetus coronatus	-49.8951	-27.9679	1
229	Harpyhaliaetus coronatus	-46.9067	-9.09273	1
230	Harpyhaliaetus coronatus	-57.3206	-22.1624	1
231	Harpyhaliaetus coronatus	-44.7124	-22.4721	1
233	Harpyhaliaetus coronatus	-65.7511	-28.5928	1
234	Harpyhaliaetus coronatus	-46.3691	-20.3274	1
235	Harpyhaliaetus coronatus	-65.1655	-26.1038	1
236	Harpyhaliaetus coronatus	-61.66	-21.02	1
237	Harpyhaliaetus coronatus	-63.6686	-17.4724	1
240	Harpyhaliaetus coronatus	-42.4866	-22.2484	1
241	Harpyhaliaetus coronatus	-46.5976	-10.5969	1
242	Harpyhaliaetus coronatus	-65.5994	-37.9983	1
243	Harpyhaliaetus coronatus	-60	-28.1667	1
244	Harpyhaliaetus coronatus	-61.7109	-29.1054	1
245	Harpyhaliaetus coronatus	-61.4472	-28.2515	1
246	Harpyhaliaetus coronatus	-60.3387	-22.3576	1
247	Harpyhaliaetus coronatus	-43.9839	-20.0941	1
249	Harpyhaliaetus coronatus	-53.4972	-19.3456	1
251	Harpyhaliaetus coronatus	-55.8247	-15.444	1
252	Harpyhaliaetus coronatus	-53.7725	-19.4503	1
253	Harpyhaliaetus coronatus	-63.9906	-25.0226	1
254	Harpyhaliaetus coronatus	-63.197	-23.9323	1
257	Harpyhaliaetus coronatus	-65.136	-28.0868	1
258	Harpyhaliaetus coronatus	-65.847	-13.0279	1
259	Harpyhaliaetus coronatus	-66.4178	-28.1545	1
262	Harpyhaliaetus coronatus	-66.5429	-35.1607	1
263	Harpyhaliaetus coronatus	-66.5893	-35.1634	1
265	Harpyhaliaetus coronatus	-65.646013	-11.118767	1
266	Harpyhaliaetus coronatus	-50.3939	-29.3897	1
267	Harpyhaliaetus coronatus	-65.7802	-31.1825	1
269	Harpyhaliaetus coronatus	-65.0555	-32.1498	1
270	Harpyhaliaetus coronatus	-57.0661	-24.2633	1
271	Harpyhaliaetus coronatus	-63.0813	-26.8637	1
272	Harpyhaliaetus coronatus	-65.7686	-11.1018	1
273	Harpyhaliaetus coronatus	-65.782	-11.2117	1
274	Harpyhaliaetus coronatus	-65.7679	-11.1018	1
275	Harpyhaliaetus coronatus	-45.4716	-22.959	1
276	Harpyhaliaetus coronatus	-67.2776	-31.442	1
277	Harpyhaliaetus coronatus	-50.6408	-28.183	1
279	Harpyhaliaetus coronatus	-65.3974	-36.4742	1
281	Harpyhaliaetus coronatus	-49.8778	-27.9917	1
282	Harpyhaliaetus coronatus	-49.8527	-28.0096	1
283	Harpyhaliaetus coronatus	-64.062	-25.0874	1
284	Harpyhaliaetus coronatus	-56.6701	-27.5674	1
286	Harpyhaliaetus coronatus	-65.2568	-35.2655	1
287	Harpyhaliaetus coronatus	-57.1742	-28.5355	1
289	Harpyhaliaetus coronatus	-61.176966	-29.976827	1
290	Harpyhaliaetus coronatus	-61.2878	-29.8965	1
292	Harpyhaliaetus coronatus	-70.3288	-38.5704	1
293	Harpyhaliaetus coronatus	-45.5672	-23.4478	1
295	Harpyhaliaetus coronatus	-59.9425	-23.2644	1
296	Harpyhaliaetus coronatus	-69.8167	-38.35	1
297	Harpyhaliaetus coronatus	-61.368	-29.2487	1
299	Harpyhaliaetus coronatus	-64.3642	-31.1927	1
300	Harpyhaliaetus coronatus	-57.4727	-22.2612	1
301	Harpyhaliaetus coronatus	-48.4997	-10.0351	1
302	Harpyhaliaetus coronatus	-45.0211	-23.2337	1
303	Harpyhaliaetus coronatus	-43.9836	-20.094	1
305	Harpyhaliaetus coronatus	-45.6335	-23.1145	1
310	Harpyhaliaetus coronatus	-61.0048	-30.4207	1
311	Harpyhaliaetus coronatus	-61.0016	-30.42	1
313	Harpyhaliaetus coronatus	-65.6084	-38.0019	1
314	Harpyhaliaetus coronatus	-60.1327	-26.2143	1
316	Harpyhaliaetus coronatus	-45.311	-23.2229	1
319	Harpyhaliaetus coronatus	-46.2078	-16.0489	1
320	Harpyhaliaetus coronatus	-64.5388	-32.0709	1
321	Harpyhaliaetus coronatus	-64.554435	-32.116297	1
324	Harpyhaliaetus coronatus	-64.431051	-32.105815	1
325	Harpyhaliaetus coronatus	-64.652795	-32.366309	1
326	Harpyhaliaetus coronatus	-51.7647	-20.8111	1
328	Harpyhaliaetus coronatus	-67.9797	-29.8883	1
330	Harpyhaliaetus coronatus	-65.3961	-36.231	1
331	Harpyhaliaetus coronatus	-59.8347	-22.3882	1
333	Harpyhaliaetus coronatus	-61.3367	-21.4862	1
335	Harpyhaliaetus coronatus	-59.8333	-22.3833	1
340	Harpyhaliaetus coronatus	-55.7646	-15.458	1
343	Harpyhaliaetus coronatus	-57.8871	-21.7038	1
344	Harpyhaliaetus coronatus	-57.9034	-22.0002	1
345	Harpyhaliaetus coronatus	-57.6459	-27.4141	1
346	Harpyhaliaetus coronatus	-57.7016	-27.3744	1
347	Harpyhaliaetus coronatus	-61.9335	-29.873	1
348	Harpyhaliaetus coronatus	-44.505	-22.3129	1
351	Harpyhaliaetus coronatus	-56.74	-16.573	1
352	Harpyhaliaetus coronatus	-44.5084	-22.3072	1
353	Harpyhaliaetus coronatus	-67.9129	-34.0504	1
354	Harpyhaliaetus coronatus	38.085823	-7.672205	1
355	Harpyhaliaetus coronatus	-57.1828	-15.0764	1
356	Harpyhaliaetus coronatus	-61.7585	-24.28	1
357	Harpyhaliaetus coronatus	-49.3337	-26.591	1
358	Harpyhaliaetus coronatus	-55.3789	-24.665	1
359	Harpyhaliaetus coronatus	-66.7826	-28.7165	1
360	Harpyhaliaetus coronatus	-42.6033	-21.9478	1
361	Harpyhaliaetus coronatus	-61.658	-21.2091	1
363	Harpyhaliaetus coronatus	-60.4061	-28.4963	1
365	Harpyhaliaetus coronatus	-49.94	-28.2867	1
367	Harpyhaliaetus coronatus	-65.1047	-23.9006	1
368	Harpyhaliaetus coronatus	-57.4245	-28.6553	1
369	Harpyhaliaetus coronatus	-67.0085	-32.4979	1
374	Harpyhaliaetus coronatus	-67.0819722	-32.3804722	1
376	Harpyhaliaetus coronatus	-67.0055278	-32.5672778	1
377	Harpyhaliaetus coronatus	-65.5833333	-38.25	1
378	Harpyhaliaetus coronatus	-67.0142778	-32.5009167	1
379	Harpyhaliaetus coronatus	-67.0108611	-32.66025	1
380	Harpyhaliaetus coronatus	-65.75	-36.2666667	1
381	Harpyhaliaetus coronatus	-66.9944444	-32.4972222	1
382	Harpyhaliaetus coronatus	-67.0630833	-32.4800833	1
383	Harpyhaliaetus coronatus	-66.8833333	-36.7	1
384	Harpyhaliaetus coronatus	-66.9944444	-32.4973056	1
385	Harpyhaliaetus coronatus	-60.3811028	-29.4235611	1
387	Harpyhaliaetus coronatus	-64.49	-30.2	1
388	Harpyhaliaetus coronatus	-65.7666667	-36.7333333	1
389	Harpyhaliaetus coronatus	-57.16	-28.53	1
390	Harpyhaliaetus coronatus	-63.8231639	-40.4165472	1
391	Harpyhaliaetus coronatus	-66.7166667	-36.9166667	1
393	Harpyhaliaetus coronatus	-65.4138	-32.3237	1
394	Harpyhaliaetus coronatus	-66.717163	-29.252725	1
395	Harpyhaliaetus coronatus	-65.5	-36.6833333	1
396	Harpyhaliaetus coronatus	-61.1851056	-30.5422972	1
397	Harpyhaliaetus coronatus	-62.0538889	-28.395	1
398	Harpyhaliaetus coronatus	-60.898572	-25.039569	1
399	Harpyhaliaetus coronatus	-59.1562889	-25.6323028	1
400	Harpyhaliaetus coronatus	-66.55	-36.9166667	1
401	Harpyhaliaetus coronatus	-65.2416667	-32.1666667	1
402	Harpyhaliaetus coronatus	-62.1429	-29.3343	1
403	Harpyhaliaetus coronatus	-64.3014	-30.502	1
404	Harpyhaliaetus coronatus	-65.2938	-29.36	1
405	Harpyhaliaetus coronatus	-65.8666667	-36.6833333	1
406	Harpyhaliaetus coronatus	-64.88	-28.15	1
407	Harpyhaliaetus coronatus	-60.74	-28.44	1
409	Harpyhaliaetus coronatus	-66.8889583	-32.5827222	1
410	Harpyhaliaetus coronatus	-67.1648556	-32.7199667	1
414	Harpyhaliaetus coronatus	-66.880075	-34.14125	1
415	Harpyhaliaetus coronatus	-67.6449139	-34.47235	1
416	Harpyhaliaetus coronatus	-67.4953	-29.5727	1
417	Harpyhaliaetus coronatus	-61.1773528	-29.8293833	1
419	Harpyhaliaetus coronatus	-63.0035	-38.3831	1
420	Harpyhaliaetus coronatus	-64.29	-31.01	1
421	Harpyhaliaetus coronatus	-64.707902	-31.390738	1
423	Harpyhaliaetus coronatus	-64.903674	-29.532095	1
425	Harpyhaliaetus coronatus	-66.7833333	-36.7333333	1
426	Harpyhaliaetus coronatus	-64.6833333	-36.7	1
430	Harpyhaliaetus coronatus	-66.1333333	-36.6	1
431	Harpyhaliaetus coronatus	-66.1	-36.6166667	1
433	Harpyhaliaetus coronatus	-66.1666667	-36.6	1
434	Harpyhaliaetus coronatus	-66.0833333	-36.6166667	1
437	Harpyhaliaetus coronatus	-66	-36.5	1
438	Harpyhaliaetus coronatus	-66.2	-36.4333333	1
439	Harpyhaliaetus coronatus	-66.0333333	-36.3166667	1
440	Harpyhaliaetus coronatus	-65.35	-37.75	1
442	Harpyhaliaetus coronatus	-65.9166667	-36.6833333	1
443	Harpyhaliaetus coronatus	-66.1333333	-36.6166667	1
444	Harpyhaliaetus coronatus	-66.2333333	-36.4833333	1
445	Harpyhaliaetus coronatus	-65.9166667	-36.65	1
446	Harpyhaliaetus coronatus	-67.0833333	-36.15	1
447	Harpyhaliaetus coronatus	-65.4333333	-36.7	1
448	Harpyhaliaetus coronatus	-65.7333333	-36.6833333	1
449	Harpyhaliaetus coronatus	-65.7833333	-36.7	1
452	Harpyhaliaetus coronatus	-65.95	-36.6333333	1
453	Harpyhaliaetus coronatus	-65.0166667	-36.7	1
454	Harpyhaliaetus coronatus	-65.35	-36.7	1
455	Harpyhaliaetus coronatus	-65.5833333	-38.0166667	1
456	Harpyhaliaetus coronatus	-66.0166667	-36.6333333	1
457	Harpyhaliaetus coronatus	-65.75	-36.55	1
458	Harpyhaliaetus coronatus	-66.1333333	-36.5166667	1
459	Harpyhaliaetus coronatus	-65.3833333	-36.7	1
460	Harpyhaliaetus coronatus	-65.4	-36.7	1
461	Harpyhaliaetus coronatus	-64.2666667	-36.5333333	1
462	Harpyhaliaetus coronatus	-65.9666667	-36.6333333	1
463	Harpyhaliaetus coronatus	-66	-36.6166667	1
465	Harpyhaliaetus coronatus	-65.8	-36.6833333	1
467	Harpyhaliaetus coronatus	-65.65	-36.6833333	1
468	Harpyhaliaetus coronatus	-65	-36.7166667	1
470	Harpyhaliaetus coronatus	-65.7166667	-36.6833333	1
473	Harpyhaliaetus coronatus	-67.2166667	-36	1
475	Harpyhaliaetus coronatus	-65.75	-36.6666667	1
